DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
PER;BUN;75764;70812;286585896
PER;BUN;100476;89856;361990174
PER;BUN;96524;83604;332334537
PER;BUN;24853;15273;62887932
PER;BUN;137317;84418;341754001
PER;BUN;363653;242042;981622155
PER;BUN;512;2679;10815148
PER;BUN;27074;69103;275074726
PER;BUN;722;23826;94710494
PER;BUN;12595;542397;2192913473
PER;BUN;26970;199675;821978750
PER;BUN;270900;138268;569190937
PER;BUN;705;15810;65099760
PER;BUN;10665;17710;71500048
PER;BUN;2148;9102;36839302
PER;BUN;222576;84269;340071934
PER;BUN;387786;101112;408207871
PER;BUN;264650;202057;818973194
PER;BUN;11059;14901;60307848
PER;BUN;4484;11300;45731412
PER;BUN;5126;212847;859302972
PER;BUN;21;105;416987
PER;BUN;22;524;2116779
PER;BUN;109968;30593;124213468
PER;BUN;539136;175216;711402309
PER;BUN;7152;3867;15698773
PER;BUN;11267;40235;159472535
PER;BUN;31532;80242;323952402
PER;BUN;42660;28369;114530639
PER;BUN;2454;13542;54672838
PER;BUN;64568;80709;327433112
PER;BUN;18958;178716;722816667
PER;BUN;95002;169906;689298448
PER;BUN;1251;6345;25614517
PER;BUN;11934;25832;104289500
PER;BUN;102995;66836;269828379
PER;BUN;65088;8949;36306570
PER;BUN;252645;185611;753011514
PER;BUN;81439;192412;762638391
PER;BUN;3552;12153;49305452
PER;BUN;102758;75601;306708275
PER;BUN;12806;35206;142017036
PER;BUN;66449;116499;469938936
PER;BUN;5690;16541;66723663
PER;BUN;1348;6014;24258647
PER;BUN;1735;68984;283977939
PER;BUN;18881;46701;192248705
PER;BUN;79468;161551;653661194
PER;BUN;725;18378;75656420
PER;BUN;265;1632;6718275
PER;BUN;1255;5429;22350367
PER;BUN;1337;14777;60831180
PER;BUN;9603;90557;372784229
PER;BUN;85836;184114;757922592
PER;BUN;44;6955;28631707
PER;BUN;150989;94547;389209959
PER;BUN;532800;9116;36773241
PER;BUN;880;39992;164632314
PER;BUN;711;6623;27263146
PER;SMR;2737;37004;152246175
PER;SMR;1783;33768;138930728
PER;SMR;2083;39443;162280804
PER;SMR;257;4871;20039225
PER;SMR;533;10098;41547088
PER;SMR;3437;65093;267811973
PER;SMR;92344;32987;133501410
PER;SMR;61868;52914;214148050
POL;BUN;19612;77826;311696958
POL;BUN;59184;242857;988363897
POL;BUN;19917;78473;317588782
PRT;BUN;43332;169612;685855620
PRT;BUN;19254;82794;334255634
PRT;BUN;19285;77165;306737025
PRT;BUN;23316;8154;33082236
PRT;BUN;21072;7438;30175033
PRT;BUN;38533;141272;561814550
PRI;BUN;249930;195695;783770978
PRI;BUN;55288;129640;517911912
PRI;BUN;1445;6141;24593672
PRI;BUN;617;2910;11535574
PRI;BUN;13332;57926;238004995
PRI;BUN;16099;39115;160117790
PRI;BUN;12664;30495;124385092
PRI;BUN;1548;2743;11296526
PRI;BUN;202000;4699;18677040
PRI;BUN;3874;17193;68344994
PRI;BUN;8230;9320;37810762
PRI;BUN;13615;57998;234148905
PRI;BUN;3920;16789;67780706
PRI;BUN;225000;192918;767940905
PRI;BUN;24975;15734;62272543
PRI;BUN;260000;71486;288019816
PRI;BUN;91000;55350;225686304
PRI;BUN;9343092;2522635;9984008491
PRI;BUN;13768;59135;235395607
PRI;BUN;3855;16558;65911058
PRI;BUN;1361;1950;7891864
PRI;BUN;2753;11694;47325488
PRI;BUN;496250;491831;1961746866
PRI;BUN;4365;21537;87164308
PRI;BUN;1478;26290;106398522
PRI;BUN;3142;104274;418029089
PRI;BUN;16257;67978;270219861
PRI;BUN;6261;27201;108125549
GBR;BUN;38479;156511;626735220
GBR;BUN;16124;101289;414508545
GBR;BUN;57792;238973;967247328
GBR;BUN;20020;111223;449028182
GBR;BUN;2804;18861;76683889
GBR;BUN;8099;45682;185734029
GBR;BUN;49131;182324;725603317
GBR;BUN;12107;56258;229388212
GBR;BUN;19215;82731;334606478
GBR;BUN;19233;84251;342070845
GBR;BUN;92117;459516;1841172526
GBR;BUN;8242;36713;146002363
GBR;BUN;81987;381716;1571319800
GBR;BUN;163145;749128;3003465216
GBR;BUN;51695;267041;1082891433
GBR;BUN;7027;47995;197628174
GBR;BUN;19184;70376;289786394
GBR;BUN;43357;177310;730110666
GBR;BUN;19269;79906;324882764
GBR;BUN;11510;19133;76627011
GBR;BUN;452500;340329;1370048539
DOM;BUN;1077;240562;978630328
DOM;BUN;912;206747;836256028
DOM;BUN;65478;104521;419684552
DOM;BUN;8658;17764;71718541
DOM;BUN;8331;17105;69055045
DOM;BUN;24298;63779;253885063
DOM;BUN;15670;14115;56186958
DOM;BUN;583;619;2498213
DOM;BUN;57910;25180;102235754
DOM;BUN;62000;50421;206153475
DOM;BUN;8293;4743;18997321
DOM;BUN;27274;15811;63323523
DOM;BUN;45812;26555;106355770
DOM;BUN;55349;43454;172735548
DOM;BUN;138348;153109;608622532
DOM;BUN;2274;10728;43524069
DOM;BUN;2376;7133;28937828
DOM;BUN;4644;26012;105527500
DOM;BUN;62791;50355;204772587
DOM;BUN;23990;19139;76079287
DOM;BUN;1574;60298;239689142
DOM;BUN;56000;43965;174003516
DOM;BUN;9449;21552;87132748
DOM;BUN;9640;57736;233662324
DOM;BUN;3774;12917;52147576
DOM;BUN;643;1830;7389027
DOM;BUN;1509;4930;19952333
DOM;BUN;12409;17262;69785879
DOM;BUN;110361;89477;365826282
DOM;BUN;76862;270695;1098195239
DOM;BUN;7;22;89182
ROU;BUN;20057;82568;328213800
ROU;BUN;79953;351965;1449288606
ROU;BUN;39986;164608;654333006
SEN;BUN;22819;38672;153280606
SGP;BUN;12415;120395;480362208
ZAF;BUN;19962;76355;303650226
SWE;BUN;64885;271210;1109880942
SWE;BUN;21017;99155;401290868
SWE;BUN;62904;291224;1175727186
SWE;BUN;42040;212565;858164323
SWE;BUN;22876;53200;219002588
CHE;BUN;9974;71208;281824847
SUR;BUN;264350;187802;746530528
SUR;BUN;908;45845;185083603
THA;BUN;23726;134764;534145279
THA;BUN;25580;128783;510439484
THA;BUN;25664;130219;525719410
THA;BUN;9679;1122056;4538168735
THA;BUN;74210;429948;1744784722
TTO;BUN;132300;95073;386012387
TTO;BUN;1397;55176;224333297
TTO;BUN;344500;262523;1047437015
TTO;BUN;55244;52455;208514141
TUR;BUN;38430;152501;615163109
TUR;BUN;38610;164260;660464575
TUR;BUN;19267;82850;339049663
TUR;BUN;38607;162481;645878268
TUR;BUN;19220;80889;321542208
TUR;BUN;38439;144952;596871329
TUR;BUN;38502;190262;783229453
TUR;BUN;16230;13931;56194479
UKR;BUN;19293;77751;309202452
URY;BUN;9952;4651;18869639
URY;BUN;60824;15302;62080107
URY;BUN;25129;19349;77023297
URY;BUN;2864;10538;42542697
URY;BUN;903;21708;87637302
VEN;BUN;9604;22356;90680308
VEN;BUN;9013;20970;84743334
VEN;BUN;2997;22485;90777065
VEN;BUN;86090;203544;823279107
VEN;BUN;35082;71924;288061818
VEN;BUN;12205;27838;110657562
VEN;BUN;4414;10672;42422359
VNM;BUN;39992;162226;642994503
VNM;BUN;79999;330351;1325647268
VNM;BUN;26857;112261;453218341
FJI;BUN;21389;41609;166647743
FJI;BUN;70;234;938786
FJI;BUN;367;1652;6616359
FJI;BUN;138;285;1141442
FJI;BUN;41;58;232374
FJI;BUN;55;71;283799
FJI;BUN;60;91;363099
CHL;BUN;13432;127668;518351230
CHL;BUN;587;28383;115239481
CHL;BUN;1013;25813;104805667
CHL;BUN;4343;36747;149198413
CHL;BUN;677;2322;9426531
CHL;BUN;65;310;1260149
CHL;BUN;1792;23692;96194617
CHL;BUN;110;5339;21677872
CHL;BUN;2165;15335;62262847
CHL;BUN;697;1676;6804649
CHL;BUN;298;2556;10377134
CHL;BUN;544;2497;10139534
CHL;BUN;42;513;2084400
CHL;BUN;73;2174;8828634
CHL;BUN;177;1370;5561228
ECU;IPI;2875;6659;26480227
ECU;IPI;27680;93301;373440398
ECU;IPI;16491;67291;267862190
ECU;IPI;6094;38913;157384260
ECU;IPI;4293;39504;159772746
ECU;IPI;9301;43481;179040131
ECU;IPI;56920;277221;1119237819
ECU;IPI;27907;183507;740261331
ECU;IPI;26275;101370;410351137
ECU;IPI;19320;54194;221240497
ECU;IPI;4208;17061;69267410
ECU;IPI;33607;169432;688389988
ECU;IPI;50750;172056;696639461
ECU;IPI;3594;6679;26550063
ECU;IPI;2186;9730;39818371
ECU;IPI;73145;220152;889865781
ECU;IPI;1409;5374;21991363
ECU;IPI;217352;627598;2535842896
ECU;IPI;29584;61421;244155752
ECU;IPI;5731;10086;40111959
ECU;IPI;8741;17156;68227741
ECU;IPI;2129;3182;12652674
ECU;IPI;2685;11693;46886817
ECU;IPI;372;2638;10797203
ECU;IPI;10822;236650;953780231
ECU;IPI;5201;8644;34436028
ECU;IPI;59881;215533;862250372
ECU;IPI;4999;14113;56105091
ECU;IPI;11152;6970;27830753
ECU;IPI;1744;6863;28261203
ECU;IPI;1812;16729;68884100
ECU;IPI;3861;24556;101113210
ECU;IPI;849;8489;34953428
ECU;IPI;5257;66073;266750345
ECU;IPI;4553;35538;144058744
ECU;IPI;11315;41371;167497959
ECU;IPI;125014;96229;382686302
ECU;IPI;43400;73122;294542998
ECU;IPI;1999;12134;49655350
ECU;IPI;197;890;3541005
ECU;IPI;3901;14652;58378970
ECU;IPI;2822;10269;41564072
ECU;IPI;1457;14896;60431854
ECU;IPI;81930;14445;58051310
ECU;IPI;9862;28107;113542182
ECU;IPI;413887;44751;180639361
ECU;IPI;35316;70884;286256531
ECU;IPI;4986;22397;90862352
ECU;IPI;20645;47340;191899784
ECU;IPI;845;951;3856527
ECU;IPI;126;3585;14508201
ECU;IPI;42;1200;4855601
ECU;IPI;12784;19908;79522654
ECU;IPI;25;700;2831641
ECU;IPI;4138;38603;157401824
ECU;IPI;339;2746;11164253
ECU;IPI;262;5494;22402026
ECU;IPI;779;8968;36565789
ECU;IPI;985;13663;55711979
ECU;IPI;411;3858;15732394
ECU;IPI;80800;7471;30332406
ECU;IPI;7008;107904;441068466
ECU;IPI;8950;14012;55455600
ECU;IPI;92;533;2165603
ECU;IPI;1409;16414;66386587
ECU;IPI;5088;83209;340519505
ECU;IPI;67;1720;6926457
ECU;IPI;3325;6772;27861972
ECU;IPI;98;1156;4757724
ECU;IPI;5425;27179;111822288
ECU;IPI;2075;8832;36337409
ECU;IPI;10660;25867;103346337
ECU;IPI;42290;87520;354052245
ECU;IPI;5346;43912;178949161
ECU;IPI;2429057;106924;435757056
ECU;IPI;28655;16085;66080119
ECU;IPI;652;10250;42204551
ECU;IPI;397;9387;38640990
ECU;IPI;2463;13081;53110335
ECU;IPI;3034;11601;47755490
ECU;IPI;3535;13245;54076595
ECU;IPI;125162;213316;865360460
ECU;IPI;25050;2748;10939171
ECU;IPI;68;196;796732
ECU;IPI;11062;6808;27766641
ECU;IPI;113;865;3496519
ECU;IPI;281;385;1567391
ECU;IPI;748;3051;12340649
ECU;IPI;4953;13157;53212000
ECU;IPI;5407;48120;193040775
ECU;IPI;12;145;586171
ECU;IPI;1695;15341;62393026
ECU;IPI;5050;22561;91556073
ECU;IPI;1048;6976;28451802
ECU;IPI;1407;4361;17691991
ECU;IPI;2349;15900;64829543
ECU;IPI;6898;19339;79022201
ECU;IPI;1079;4695;19143437
ECU;IPI;1294;5948;24451497
ECU;IPI;1015;2925;11920493
ECU;IPI;5597;16760;68527185
ECU;IPI;28538;86596;354629202
ECU;IPI;18502;52862;215227221
ECU;IPI;4771;14612;59451249
ECU;IPI;469;1146;4653094
ECU;IPI;14762;53110;216764391
ECU;IPI;92;482;1983089
ECU;IPI;1063;3275;13395388
ECU;IPI;8229;39062;156458355
ECU;IPI;477;752;3076320
ECU;IPI;5863;17624;70993228
ECU;IPI;3612;6939;28330969
ECU;IPI;1197;6475;26437953
ECU;IPI;7784;25636;104575965
ECU;IPI;42711;150355;614532380
ECU;IPI;34105;180055;730776082
ECU;IPI;100;1351;5465589
ECU;IPI;1065;7913;32172068
ECU;IPI;4664159;401938;1640173904
ECU;IPI;76200;14441;59020890
ECU;IPI;12;151;608100
ECU;IPI;17001;19316;78534027
ECU;IPI;3074;3494;14205464
ECU;IPI;5092;11539;46915639
ECU;IPI;5001;13003;53496467
ECU;IPI;1365;855;3516689
ECU;IPI;36489;46788;188908902
ECU;IPI;19779;31799;128662398
ECU;IPI;7031;1855;7638064
ECU;IPI;39159;14081;56898650
ECU;IPI;6687;4455;18343286
ECU;IPI;1659;4044;16512690
ECU;IPI;3520;43726;176470608
ECU;IPI;910;5833;23669084
ECU;IPI;14831;80298;323477977
ECU;IPI;3034;16294;65024402
ECU;IPI;759;29836;120048201
ECU;IPI;4074;81666;329041663
ECU;IPI;1685;32770;131710029
ECU;IPI;851;17699;70548937
ECU;IPI;854;17974;71906665
ECU;IPI;6872;114165;459786977
ECU;IPI;4114;75278;301641000
ECU;IPI;3253;53865;216132374
ECU;IPI;605;13330;53387639
ECU;IPI;8095;9492;38015909
ECU;IPI;19656;5716;23517035
ECU;IPI;316;325;1285879
ECU;IPI;240;2605;10515063
ECU;IPI;37;401;1618913
ECU;IPI;9;95;382726
ECU;IPI;24;256;1031502
ECU;IPI;17;430;1736718
ECU;IPI;43;470;1897479
ECU;IPI;1474;3277;13230437
ECU;IPI;741;2029;8193033
ECU;IPI;21422;2738;11054795
ECU;IPI;2185;4850;19578797
ECU;IPI;7143;6738;27203434
ECU;IPI;41640;54061;219044751
ECU;IPI;2687;11401;46658291
ECU;IPI;5741;20230;81020441
ECU;IPI;4561;25194;102432375
ECU;IPI;8666;40611;161659308
ECU;IPI;4696;23355;94751456
ECU;IPI;22652;123896;499572280
ECU;IPI;22199;71660;289466219
ECU;IPI;3543;13645;54240898
ECU;IPI;15059;43223;174756288
ECU;IPI;4884;18624;76325622
ECU;IPI;31752;86933;350408020
ECU;IPI;1662;6535;26813022
ECU;IPI;328;2326;9576146
ECU;IPI;1749;10651;43298835
ECU;IPI;3806;15980;65013675
ECU;IPI;22240;17810;72410094
ECU;IPI;396;5387;22162487
ECU;IPI;2199;6267;25553928
ECU;IPI;48864;46660;188838153
ECU;IPI;1712;6560;26086360
ECU;IPI;26386;104302;426839841
ECU;IPI;419;2807;11108827
ECU;IPI;37200;7043;28434737
ECU;IPI;136;392;1613772
ECU;IPI;29000;50778;206454677
ECU;IPI;93;1079;4443733
ECU;IPI;19854;109168;444741259
ECU;IPI;144;687;2812577
ECU;IPI;76;658;2676266
ECU;IPI;78;240;980502
ECU;IPI;1584;4904;19997682
ECU;IPI;10566;40691;165771366
ECU;IPI;6733;24766;101036548
ECU;IPI;6325;20951;85419368
ECU;IPI;161;500;2037578
ECU;IPI;3962;13105;53424686
ECU;IPI;1365;4226;17231139
ECU;IPI;4978;25932;106121483
ECU;IPI;9620;20271;82431303
ECU;IPI;2533;3825;15749335
ECU;IPI;1929;10545;41916807
ECU;IPI;212316;27903;110915823
ECU;IPI;7687;17610;71599416
ECU;IPI;7526;6246;25717858
ECU;IPI;2242;3591;14295103
ECU;IPI;22707;20358;83829411
ECU;IPI;7300;2650;10549651
ECU;IPI;4885;3072;12229454
ECU;IPI;381;3399;13817669
ECU;IPI;2917;12974;52800871
ECU;IPI;1511;29873;122957790
ECU;IPI;501;10590;43056716
ECU;IPI;5554;6622;26782745
ECU;IPI;22020;12272;50530890
ECU;IPI;4;55;217891
ECU;IPI;142;309;1237564
ECU;IPI;101;583;2402066
ECU;IPI;175;2376;9515702
ECU;IPI;987;2815;11230862
ECU;IPI;4072;21029;86566413
ECU;IPI;1503;6629;26557528
ECU;IPI;991;11219;45707632
ECU;IPI;2192;2138;8632320
ECU;IPI;13558;12655;51089025
ECU;IPI;3456;24195;98652845
ECU;IPI;3443;17335;68606953
ECU;IPI;871;3576;14152194
ECU;IPI;955;4921;19476186
ECU;IPI;872;9890;39140723
ECU;IPI;1710;14902;58980628
ECU;IPI;820800;103421;411290321
ECU;IPI;1582;10121;40936265
ECU;IPI;319;1487;6064621
ECU;IPI;6170;40607;164566950
ECU;IPI;7016;22719;92200934
ECU;IPI;7673;29255;118513281
ECU;IPI;767;3327;13431973
ECU;IPI;1275;8003;32630855
ECU;IPI;1780;8063;32063869
ECU;IPI;34221;22295;88742831
ECU;IPI;13748;20660;83433745
ECU;IPI;18460;5738;23243229
ECU;IPI;37;1239;4927305
ECU;IPI;450;15255;60666694
ECU;IPI;50;425;1750315
ECU;IPI;506;2062;8227153
ECU;IPI;8548;48667;197571829
ECU;IPI;1161;2125;8582836
ECU;IPI;11430;47628;192586586
ECU;IPI;7094;124235;508411763
ECU;IPI;10;39;159658
ECU;IPI;933;8232;33230458
ECU;IPI;114;1482;5914892
ECU;IPI;1075;17533;72175061
ECU;IPI;69;419;1726498
ECU;IPI;67392;14826;58935638
ECU;IPI;8044;2373;9405472
ECU;IPI;6191;7811;31390886
ECU;IPI;2838;17675;72559587
ECU;IPI;133725;12178;49892162
ECU;IPI;206766;68932;278600909
ECU;IPI;3951;21340;86574288
ECU;IPI;1641;6005;24303300
ECU;IPI;292;638;2579912
ECU;IPI;164;8130;32922966
ECU;IPI;45;2259;8984119
ECU;IPI;751;16191;66017831
ECU;IPI;292;4058;16430348
ECU;IPI;352;508;2011908
ECU;IPI;1484;14972;60591510
ECU;IPI;4364;12854;51502938
ECU;IPI;3039;7725;30708167
ECU;IPI;1053;13563;55754850
ECU;IPI;26517;356966;1452367552
ECU;IPI;1513;16791;69036556
ECU;IPI;489;3227;13053252
ECU;IPI;6418;61068;250747002
ECU;IPI;18210;89215;363295935
ECU;IPI;2207;8618;35138691
ECU;IPI;5475;27375;108865995
ECU;IPI;2492;11980;49026113
ECU;IPI;3165;7584;30674615
ECU;IPI;23600;796;3186105
ECU;IPI;39;607;2413306
ECU;IPI;187;7754;31733973
ECU;IPI;24660;5179;21055100
ECU;IPI;17188;69582;286439042
ECU;IPI;12679;132062;543643462
ECU;IPI;3987;7044;28998742
ECU;IPI;4643;16245;66873922
ECU;IPI;8960;2134;8702518
ECU;IPI;43;1374;5602403
ECU;IPI;433;9222;37071671
ECU;IPI;3132;7139;29387513
ECU;IPI;30;457;1838113
ECU;IPI;198;2096;8631379
ECU;IPI;446;3462;14255594
ECU;IPI;248;2754;11161132
ECU;IPI;40956;95790;386400576
ECU;IPI;7662;74590;297607890
ECU;IPI;3472;49161;201815291
ECU;IPI;34690;53076;214276685
ECU;IPI;111116;413175;1656506050
ECU;IPI;64000;15104;61585654
ECU;IPI;191694010;51928100;206708629827
ECU;IPI;198;2514;10221721
ECU;IPI;198;1027;4228888
ECU;IPI;791;10064;40907581
ECU;IPI;95;1579;6418947
ECU;IPI;2254;12935;52674903
ECU;IPI;2174;16450;66532756
ECU;IPI;1265;9184;36642751
ECU;IPI;5737;72976;293682756
ECU;IPI;2515;63112;255256792
ECU;IPI;3;27;108848
ECU;IPI;5390;35373;145654521
ECU;IPI;83;471;1907160
ECU;IPI;65;729;2943031
ECU;IPI;15;72;291392
ECU;IPI;2;526;2108264
ECU;IPI;120090;10980;44859207
ECU;IPI;20038;2380;9633007
ECU;IPI;116877;42356;168441206
ECU;IPI;48600;3029;12257887
ECU;IPI;34450;10825;44538835
ECU;IPI;37045;2421;9893257
ECU;IPI;351;1705;6916068
ECU;IPI;41;398;1613120
ECU;IPI;5845;2984;12187452
ECU;IPI;21350;3437;13953177
ECU;IPI;38;160;647538
ECU;IPI;4710;10368;42655478
ECU;IPI;607;9683;39507376
ECU;IPI;3788;52614;212414653
ECU;IPI;274;1891;7651466
ECU;IPI;5160;22175;91311949
ECU;IPI;3613;20463;82569216
ECU;IPI;2541;9183;37118404
ECU;IPI;12015;4566;18432598
ECU;IPI;892;13276;53173179
ECU;IPI;6619;80086;326235413
ECU;IPI;9143;113317;463059058
ECU;IPI;1841;21168;84262424
ECU;IPI;4623;40327;166056621
ECU;IPI;397;3847;15249241
ECU;IPI;783;8522;33777425
ECU;IPI;7711;50100;205025733
ECU;IPI;3975;12943;51521095
ECU;IPI;431;2345;9488773
ECU;IPI;419;6511;26086087
ECU;IPI;14;163;672651
ECU;IPI;39;377;1529020
ECU;IPI;914;24712;98232663
ECU;IPI;1544;3732;15141271
ECU;IPI;3788;22964;92634768
ECU;IPI;4;37;150026
ECU;IPI;57;547;2217361
ECU;IPI;40;380;1541881
ECU;IPI;24;226;915854
ECU;IPI;66000;4541;18693435
ECU;IPI;1358;3807;15479113
ECU;IPI;16466;34869;140774716
ECU;IPI;3490;494;2002668
ECU;IPI;15692;60254;243853028
ECU;IPI;183;696;2818650
ECU;IPI;191;2422;9911050
ECU;IPI;3512;22344;91437344
ECU;IPI;120060;145322;583971743
ECU;IPI;478;1354;5542570
ECU;IPI;111;513;2097851
ECU;IPI;746;9399;38464792
ECU;IPI;16297;10381;42481004
ECU;IPI;144250;5179;20958404
ECU;IPI;257790;56990;231204605
ECU;IPI;283;3065;12188219
ECU;IPI;1675;11368;46520584
ECU;IPI;1237;16217;64554804
ECU;IPI;4097;50688;208660067
ECU;IPI;1454;17089;70368370
ECU;IPI;6240;122588;499846356
ECU;IPI;5286;516;2110799
ECU;IPI;259900;34821;140578993
ECU;IPI;98;1613;6524280
ECU;IPI;2514;40986;165837949
ECU;IPI;659;5254;21501225
ECU;IPI;7;309;1262934
ECU;IPI;726;1773;7048630
ECU;IPI;4520;19860;80322351
ECU;IPI;226;1598;6540075
ECU;IPI;58400;4801;19574648
ECU;IPI;667;20615;84363383
ECU;IPI;265;8206;33581251
ECU;IPI;961;3782;15568902
ECU;IPI;4281;52674;209405345
ECU;IPI;9269;50403;204928501
ECU;IPI;4126;413;1640122
ECU;IPI;17;162;662466
ECU;IPI;19070;34898;138784160
ECU;IPI;60130;63258;251811213
ECU;IPI;38150;69814;277713550
ECU;IPI;386;4141;16718811
ECU;IPI;1394;9278;37424624
ECU;IPI;301;726;2929569
ECU;IPI;352;652;2631146
ECU;IPI;662;1030;4156862
ECU;IPI;1990;7510;30320104
ECU;IPI;1968;21890;87137185
ECU;IPI;5718;28001;113259575
ECU;IPI;601220;63939;260350166
ECU;IPI;812;918;3678156
ECU;IPI;4989;8120;32303572
ECU;IPI;442;642;2551437
ECU;IPI;136;154;621460
ECU;IPI;11002;19264;77803876
ECU;IPI;1882;2737;10879153
ECU;IPI;2437;3584;14348529
ECU;IPI;17753;27439;109646926
ECU;IPI;553;785;3137386
ECU;IPI;14922;25669;103532443
ECU;IPI;1162;2034;8197987
ECU;IPI;1374;3266;13190129
ECU;IPI;398;477;1909452
ECU;IPI;1272;1710;6844934
ECU;IPI;1346;1692;6795879
ECU;IPI;6931;10947;43445646
ECU;IPI;3393;4190;16998637
ECU;IPI;9176;20102;81505539
ECU;IPI;2450;5195;20775728
ECU;IPI;1178;2500;10145399
ECU;IPI;1852;3304;13346326
ECU;IPI;184;3570;14609618
ECU;IPI;13728;20288;81540656
ECU;IPI;22346;34443;138225666
ECU;IPI;1424;2078;8383720
ECU;IPI;1590;2412;9733559
ECU;IPI;1267;1639;6565094
ECU;IPI;1648;2260;9012412
ECU;IPI;2187;2563;10389108
ECU;IPI;4167;5966;23877095
ECU;IPI;1139;1340;5372235
ECU;IPI;13116;20687;83168856
ECU;IPI;255;2404;9580656
ECU;IPI;595;10075;40282672
ECU;IPI;107670;897795;3621294371
ECU;IPI;170;1107;4412613
ECU;IPI;1648;10303;41594600
ECU;IPI;1067;9909;39514121
ECU;IPI;1227;11847;47181836
ECU;IPI;268;2471;9915488
ECU;IPI;69;863;3447742
ECU;IPI;10283;64053;256398812
ECU;IPI;16292;111620;449069680
ECU;IPI;4860;42585;171030761
ECU;IPI;13633;105899;425482327
ECU;IPI;32;259;1026735
ECU;IPI;332;1847;7461575
ECU;IPI;1227;8243;33239735
ECU;IPI;6251;48311;194096005
ECU;IPI;1021;4908;19833886
ECU;IPI;1575;5070;20224299
ECU;IPI;647;5042;20234254
ECU;IPI;452;731;2914492
ECU;IPI;2538;10856;43355735
ECU;IPI;5248;26972;108089720
ECU;IPI;1631;16906;68193406
ECU;IPI;3265;33266;133392306
ECU;IPI;3383;32431;129426568
ECU;IPI;4528;39358;157235204
ECU;IPI;47532;18260;73105755
ECU;IPI;53859;355253;1423571710
ECU;IPI;84344;209090;859387451
ECU;IPI;167944;259566;1052392917
ECU;IPI;27070;37627;149571904
ECU;IPI;114;763;3080941
ECU;IPI;3;103;422126
ECU;IPI;269;5149;20943937
ECU;IPI;496;9772;39909978
ECU;IPI;71;5323;21868805
ECU;IPI;790;10720;43945109
ECU;IPI;5604;589078;2395066303
ECU;IPI;925;20617;84700152
ECU;IPI;409;8388;33925350
ECU;IPI;491;6334;25617279
ECU;IPI;131;1710;7035271
ECU;IPI;16496;80538;322820043
ECU;IPI;24568;68133;277550786
ECU;IPI;1476;27028;111294207
ECU;IPI;5167;30372;123217990
ECU;IPI;748100;120283;476052409
ECU;IPI;5892200;54121;220250940
ECU;IPI;1977000;4289;17646396
ECU;IPI;2281;25687;104386912
ECU;IPI;2052;7286;29390566
ECU;IPI;32;48;191273
ECU;IPI;166;303;1217419
ECU;IPI;636;929;3748516
ECU;IPI;98;242;985599
ECU;IPI;796;15260;62448956
ECU;IPI;2288;4890;19792068
ECU;IPI;246;434;1754422
ECU;IPI;142;280;1140976
ECU;IPI;2694;5337;21655608
ECU;IPI;16327;50707;207527111
ECU;IPI;187;1067;4392897
ECU;IPI;2237;15475;62630889
ECU;IPI;47;435;1739043
ECU;IPI;2740;17034;68274775
ECU;IPI;2882;12116;49004387
ECU;IPI;458;5359;21617275
ECU;IPI;482;4368;17714813
ECU;IPI;29;156;642363
ECU;IPI;490;5561;22116440
ECU;IPI;32585;141797;575505581
ECU;IPI;35329;86538;342496511
ECU;IPI;7719;41165;162922908
ECU;IPI;31680;654;2602126
ECU;IPI;1883;31668;126059221
ECU;IPI;45980;4750;19544935
ECU;IPI;823;3992;16424246
ECU;IPI;1311;7331;30179750
ECU;IPI;9120;13266;52806772
ECU;IPI;2681;5730;23132211
ECU;IPI;30944;301595;1195392736
ECU;IPI;4295;67786;268283020
ECU;IPI;6946;45956;185870027
ECU;IPI;154234;99675;402186331
ECU;IPI;2055;10870;43984209
ECU;IPI;24408;116560;472310373
ECU;IPI;14575;47739;193085530
ECU;IPI;551;10677;43962978
ECU;IPI;901;18464;74949905
ECU;IPI;2078;37932;153794387
ECU;IPI;649;4869;19449020
ECU;IPI;1013;6803;27236530
ECU;IPI;3061;13499;54641171
ECU;IPI;1742;4901;19983289
ECU;IPI;144656;499952;2021862219
ECU;IPI;17640;54694;220455668
ECU;IPI;13945;104546;420902168
ECU;IPI;15500;9342;38037683
ECU;IPI;2652;1605;6519550
ECU;IPI;931;17823;72130987
ECU;IPI;4007;71695;290537519
ECU;IPI;14691;164043;665792046
ECU;IPI;1444;15996;65052176
ECU;IPI;27028;295385;1193851399
ECU;IPI;2254;24901;101531355
ECU;IPI;1209;5407;21990612
ECU;IPI;4120;3434;13656469
ECU;IPI;10884;65579;261813622
ECU;IPI;105000;62356;256552107
ECU;IPI;5488;6065;24953580
ECU;IPI;1426;9324;38361763
ECU;IPI;2928;7233;29252444
ECU;IPI;15082;11635;47868242
ECU;IPI;5378;4437;18256133
ECU;IPI;30262;96603;391406889
ECU;IPI;94630;65421;258920321
ECU;IPI;22148;25385;103885352
ECU;IPI;189000;7420;29717545
ECU;IPI;58060;79668;321634691
ECU;IPI;21;49046;200713768
ECU;IPI;4156;745300;3026270512
ECU;IPI;26420;28981;114867152
ECU;IPI;9482;24679;99814786
ECU;IPI;211;4400;17794428
ECU;IPI;3667;74289;300460702
ECU;IPI;6420;79977;322613622
ECU;IPI;4926;12155;49162475
ECU;IPI;1114;3386;13936839
ECU;IPI;825;2507;10321691
