DESTINO;ORIGEM;CANTIDAD;FOBDOL;FOBPES
PER;BUN;353706;259857;993187937
PER;BUN;121792;74857;294382676
PER;BUN;7286;327212;1304520220
PER;BUN;442;24820;99241139
PER;BUN;643;4292;17161605
PER;BUN;14640;30625;122456288
PER;BUN;23;13819;55151567
PER;BUN;128;61124;243938908
PER;BUN;52;28027;111851995
PER;BUN;1503;8097;31914649
PER;BUN;422;14119;55587795
PER;BUN;467268;958165;3795956418
PER;BUN;89755;176110;695438013
PER;BUN;113264;267866;1063385501
PER;BUN;325000;227500;894664225
PER;BUN;12792;8662;34568643
PER;BUN;554112;172921;690106162
PER;BUN;3534;17761;71042002
PER;BUN;1305;49607;198421935
PER;BUN;1332000;23337;93311788
PER;BUN;5544;12392;48520596
PER;BUN;3362;8265;32359933
PER;BUN;1566;3867;15139637
PER;BUN;23956;28073;110400740
PER;BUN;28910;153174;603971254
PER;BUN;578787;975360;3824437561
PER;BUN;765;9181;36937091
PER;BUN;783;35021;140894906
PER;BUN;8102;43958;170884749
PER;BUN;10058;43681;167455845
PER;BUN;1226;4929;19004469
PER;BUN;69242;176949;703137806
PER;BUN;55765;93961;363107885
PER;BUN;31653;102322;394802829
PER;BUN;573;2388;9276467
PER;BUN;64196;80245;306701587
PER;BUN;2816;72940;293451288
PER;BUN;8331;63064;253719031
PER;BUN;16051;508136;2044336509
PER;BUN;6090;40220;161813506
PER;BUN;1332;6168;23575245
PER;BUN;523;1882;7194130
PER;BUN;236;2930;11471858
PER;BUN;24987;77822;299287385
PER;BUN;1040;3858;15005330
PER;BUN;7824;63573;251022113
PER;BUN;93242;199742;794517456
PER;BUN;289;1354;5233720
PER;BUN;84910;78336;312962009
PER;BUN;228830;147832;582423451
PER;BUN;62916;36334;143265185
PER;BUN;72050;69253;268496971
PER;BUN;26714;25158;96155440
PER;BUN;192850;166189;664506499
PER;BUN;48981;34586;132977829
PER;BUN;23340;21566;86232506
PER;BUN;19406;18033;72104091
PER;BUN;350;934;3757356
PER;BUN;25415;60531;243530896
PER;BUN;124020;51221;202667740
PER;BUN;1445;6471;24911536
PER;BUN;97340;178257;703854421
PER;BUN;19525;46678;178405077
PER;BUN;1540;89624;360577139
PER;BUN;146;50802;195322807
PER;BUN;17;33429;128529730
PER;BUN;118980;46683;184672425
PER;BUN;605856;160089;633292201
PER;BUN;9348;10218;40422408
PER;BUN;2637;19322;74290880
PER;BUN;13371;37807;145360616
PER;BUN;285;868;3338026
PER;BUN;16303;43558;168633510
PER;BUN;20573;32038;123179254
PER;BUN;13151;38209;146906384
PER;BUN;2169;7024;27005523
PER;BUN;1269;36591;145724255
PER;BUN;297;2758;10602217
PER;BUN;18940;53090;205537178
PER;BUN;13540;18255;72230100
PER;BUN;1114;26181;100660355
PER;BUN;550;29624;113896883
PER;BUN;142;31147;119754220
PER;BUN;25514;389379;1497090157
PER;BUN;3367;4505;17440766
PER;BUN;3492;6262;24237785
PER;BUN;3922;14408;55395984
PER;BUN;53;1015;3929754
PER;BUN;2385;8056;30975558
PER;BUN;9420;68438;264955650
PER;BUN;25876;65230;251815718
PER;BUN;6769;17645;67956797
PER;BUN;408;1579;6247091
PER;BUN;92601;52579;203558286
PER;BUN;93;595;2304868
PER;BUN;128828;79162;306472035
PER;BUN;807;430;1710962
PER;BUN;21;99;394332
PER;BUN;41;239;951296
PER;BUN;38;104;415721
PER;BUN;19433;16984;64915379
PER;BUN;2933;16198;64520139
PER;BUN;1703;8886;35392797
PER;BUN;52338;88975;354401847
PER;BUN;125500;5180;20631403
PER;BUN;2521;11035;42428786
PER;BUN;14592;4336;17156195
PER;BUN;159888;44698;176857953
PER;BUN;83;701;2791949
PER;BUN;8;68;271213
PER;BUN;1143;9631;38360324
PER;BUN;553;1606;6398532
PER;BUN;104039;159765;636366526
PER;BUN;10082;29750;118497119
PER;BUN;80566;140570;559911913
PER;BUN;289500;10232;40757582
PER;BUN;6150;17220;67719200
PER;BUN;81100;197241;788947728
PER;BUN;4163;54000;215090100
PER;BUN;1279;6280;25014182
PER;BUN;685;3065;12207080
PER;BUN;764;5042;20082724
PER;BUN;736;15161;60642236
PER;BUN;84821;190289;761138634
PER;BUN;155;3640;14498666
PER;BUN;108936;72893;291564520
PER;BUN;318263;195676;779406660
PER;BUN;97400;59886;238534084
PER;BUN;42313;28165;112186734
PER;BUN;185529;114058;454310083
PER;BUN;413;2347;9347497
PER;BUN;36356;74144;295325279
PER;BUN;111500;3983;15863014
PER;BUN;6397;245147;936962983
PER;SMR;244;3756;15194534
PER;SMR;143556;13014;52642875
PER;SMR;410;2929;11850391
PER;SMR;98500;16118;65200330
PER;SMR;78;995;4023376
PER;SMR;122;589;2382958
PER;SMR;25043;17767;71870332
PER;SMR;10900;2029;8208318
POL;BUN;15400;235210;910603754
POL;BUN;19608;76569;306162552
POL;BUN;19895;82763;334795352
POL;BUN;4055;17720;69566018
POL;BUN;18901;81445;324354434
POL;BUN;38442;144115;574955594
POL;BUN;19233;79311;303131372
POL;BUN;32640;81600;325655808
PRT;BUN;21639;87063;344410662
PRT;BUN;81624;364749;1435052408
PRT;BUN;21652;88905;344189598
PRI;BUN;12190;14731;57830557
PRI;BUN;124965;97848;390498030
PRI;BUN;8230;9320;36868881
PRI;BUN;122624;113373;453481396
PRI;BUN;182000;176540;704549955
PRI;BUN;2567;8459;33694780
PRI;BUN;92628;92505;374203764
PRI;BUN;2218;114743;457037983
PRI;BUN;274750;222168;885187808
PRI;BUN;1984;19893;79235767
PRI;BUN;427;3391;13505906
PRI;BUN;7875;15984;63667148
PRI;BUN;49700;41067;163576459
PRI;BUN;34340;56664;216574399
PRI;BUN;2038;8472;32381096
PRI;BUN;22880;49069;189969574
PRI;BUN;9830;24330;97281749
PRI;BUN;92490;91832;367189251
PRI;BUN;500000;11630;46502671
PRI;BUN;2147;9517;38052500
PRI;BUN;48324;109438;428498199
PRI;BUN;141010;139063;544492891
PRI;BUN;1308;2845;11138928
PRI;BUN;29160;13215;51740685
PRI;BUN;25320;9332;36536913
GBR;BUN;38411;150802;610025567
GBR;BUN;38471;149273;594576630
GBR;BUN;39873;153614;618019691
GBR;BUN;19195;80232;320091012
GBR;BUN;38453;164842;647131935
GBR;BUN;19243;95453;381803409
GBR;BUN;19226;84391;336087755
GBR;BUN;78558;373609;1464943876
GBR;BUN;40003;178674;704517691
GBR;BUN;19982;109067;419343353
GBR;BUN;19253;76698;306749002
GBR;BUN;60856;284537;1102687792
GBR;BUN;2799;35277;134831872
GBR;BUN;10044;70555;269663744
GBR;BUN;12206;66847;261735846
GBR;BUN;21665;85734;338051616
GBR;BUN;20065;94885;372494802
GBR;BUN;10564;18887;75376110
GBR;BUN;105900;71727;283807039
DOM;BUN;152125;106244;417090921
DOM;BUN;130046;107008;420090288
DOM;BUN;180589;93832;368363243
DOM;BUN;51121;42896;171521764
DOM;BUN;61529;103650;406905118
DOM;BUN;11162;15124;59715942
DOM;BUN;219535;175852;701420487
DOM;BUN;3486;9172;36531460
DOM;BUN;3834;12974;51676591
DOM;BUN;5990;8333;33191589
DOM;BUN;13330;61201;244713290
DOM;BUN;29004;66415;261994003
DOM;BUN;1386;19885;79191614
DOM;BUN;3612;25070;99840478
DOM;BUN;137000;108587;423528280
DOM;BUN;3772;4100;16392292
DOM;BUN;2824;7518;30060798
DOM;BUN;6825;26355;105380731
DOM;BUN;21769;40613;159016576
DOM;BUN;60071;49438;188956190
ROU;BUN;39959;162950;659166779
ROU;BUN;39970;165662;655337331
ROU;BUN;6294;27649;109022059
RUS;BUN;39842;173036;689228941
SEN;BUN;22705;37994;151630492
SGP;BUN;12280;53805;212154690
SGP;BUN;9604;25271;100656312
SGP;BUN;1398;12878;49221010
ZAF;BUN;38479;186120;720553538
SWE;BUN;64975;264430;1057324760
SWE;BUN;21009;83138;328883991
SWE;BUN;20935;93137;374711158
SWE;BUN;41974;204412;781271929
SWE;BUN;20905;86437;332331996
SWE;BUN;20897;85528;326892598
SWE;BUN;41998;186429;721751404
CHE;BUN;20942;78024;313906535
CHE;BUN;1590;13674;54465593
THA;BUN;26610;139969;559665847
THA;BUN;18147;82974;317129439
TTO;BUN;212000;150227;600896240
TTO;BUN;238500;185677;742431421
TTO;BUN;8624;23174;92693114
TTO;BUN;62;548;2191951
TTO;BUN;11106;32602;129836668
TTO;BUN;948;3604;14353926
TTO;BUN;52388;51852;203912657
TUR;BUN;38413;170170;654269741
TUR;BUN;38485;221327;882996050
URY;BUN;15384;6928;27702477
URY;BUN;33120;11472;45869867
URY;BUN;9792;5301;21195382
URY;BUN;48490;40621;162423875
URY;BUN;61729;53087;202900939
URY;BUN;2076;7120;28354285
URY;BUN;1128;31447;125238872
VEN;BUN;6768;124740;488409094
VEN;BUN;2485;47908;193798400
VNM;BUN;59897;248573;993919827
VNM;BUN;20019;86855;349437876
VNM;BUN;59878;242506;967489413
VNM;BUN;19980;83757;324261425
CHL;BUN;31413;324536;1268180248
CHL;BUN;1693;78875;306556822
CHL;BUN;2438;66076;256463875
CHL;BUN;44;1239;4808462
CHL;BUN;7894;71610;278429349
CHL;BUN;299;938;3621729
CHL;BUN;959;5047;19591020
CHL;BUN;715;3739;14673965
CHL;BUN;49;174;668536
CHL;BUN;4047;45057;175901783
CHL;BUN;315;17145;67473890
CHL;BUN;1452;7073;28238436
CHL;BUN;6397;50155;195876306
CHL;BUN;465;875;3421079
CHL;BUN;1378;10537;40767649
CHL;BUN;1550;6656;26236789
CHL;BUN;9;36;136760
CHL;BUN;534;6405;24943083
CHL;BUN;54;1276;5028302
CHL;BUN;184;1677;6449169
CHL;BUN;45;3400;13315821
CHL;BUN;29;819;3229426
CHL;BUN;229;3156;12192974
ECU;IPI;467;5057;20137910
ECU;IPI;1085;24053;95790276
ECU;IPI;943;17600;70092796
ECU;IPI;1045;14215;56158218
ECU;IPI;4286;21154;84237962
ECU;IPI;35815;87946;343948203
ECU;IPI;21151;84284;336368203
ECU;IPI;4985;20439;81744910
ECU;IPI;29885;130903;522459585
ECU;IPI;10635;95715;381188702
ECU;IPI;67597;329387;1311892062
ECU;IPI;38242;219607;871659993
ECU;IPI;29525;114613;457401274
ECU;IPI;15740;45533;178820786
ECU;IPI;8061;34279;135162106
ECU;IPI;54877;285373;1118138131
ECU;IPI;43444;155469;616087475
ECU;IPI;1954;4765;19015386
ECU;IPI;2194;7720;30749918
ECU;IPI;71072;205084;815449076
ECU;IPI;185760;515095;2039103853
ECU;IPI;1473;5285;20918777
ECU;IPI;1248;8647;34280262
ECU;IPI;26603;449177;1778797861
ECU;IPI;8685;104893;417912592
ECU;IPI;2508;19888;79551970
ECU;IPI;11658;48345;190998012
ECU;IPI;2052;6747;26927425
ECU;IPI;2611;9874;39488772
ECU;IPI;4;9512;37243414
ECU;IPI;3310;799;3161451
ECU;IPI;150;2826;11110042
ECU;IPI;1981;13235;51860920
ECU;IPI;396;5400;20640331
ECU;IPI;6939;51383;204670794
ECU;IPI;13498;62157;245693628
ECU;IPI;1418;3464;13760471
ECU;IPI;13728;52273;206749735
ECU;IPI;3269;18081;71713977
ECU;IPI;61140;74730;295671706
ECU;IPI;1588;19663;79107654
ECU;IPI;553;4051;15482016
ECU;IPI;2567;11825;45197232
ECU;IPI;9360;37293;146022719
ECU;IPI;2463;5472;21517722
ECU;IPI;9058;27084;107247848
ECU;IPI;674298;59760;236726195
ECU;IPI;31485;65137;254800901
ECU;IPI;16441;56545;225311789
ECU;IPI;17090;38381;152860177
ECU;IPI;725;797;3153964
ECU;IPI;4;133;522162
ECU;IPI;5032;10286;40793781
ECU;IPI;7;271;1061395
ECU;IPI;453;3229;12905379
ECU;IPI;2926;11088;44334599
ECU;IPI;3974;14631;58435168
ECU;IPI;463;5993;23872014
ECU;IPI;533;3237;12861199
ECU;IPI;2465;20591;82253725
ECU;IPI;1427;21221;84534464
ECU;IPI;3168;4515;17678010
ECU;IPI;1251;361;1414527
ECU;IPI;767;14326;57282654
ECU;IPI;22332;389425;1528396453
ECU;IPI;1576;6014;23797260
ECU;IPI;2143;22905;91235843
ECU;IPI;5639;35754;143847057
ECU;IPI;49;392;1553028
ECU;IPI;758;4181;16679870
ECU;IPI;15;88;348966
ECU;IPI;25;172;658501
ECU;IPI;222;1925;7420470
ECU;IPI;4050;21278;85056614
ECU;IPI;3374;14845;57819145
ECU;IPI;2210;3137;12535645
ECU;IPI;6505;18172;72659364
ECU;IPI;40562;104285;404692097
ECU;IPI;5387;48630;193457427
ECU;IPI;2693156;101074;402275893
ECU;IPI;1985;5069;20272311
ECU;IPI;16664;76955;301310663
ECU;IPI;4609;31765;127836279
ECU;IPI;1030;20103;76833830
ECU;IPI;13718;59240;236464254
ECU;IPI;7562;60496;241491193
ECU;IPI;498;862;3444876
ECU;IPI;34870;53351;211097498
ECU;IPI;9261;47377;189435969
ECU;IPI;9189;25807;103215196
ECU;IPI;181405;255815;1012197455
ECU;IPI;101000;9522;37698242
ECU;IPI;14567;4263;16917151
ECU;IPI;45;169;650503
ECU;IPI;4705;9503;36802155
ECU;IPI;2152;42802;169480013
ECU;IPI;863;8577;33676182
ECU;IPI;25;238;908654
ECU;IPI;622;12141;47411425
ECU;IPI;1099;16594;65047990
ECU;IPI;5999;28429;110169024
ECU;IPI;249;2608;10158821
ECU;IPI;322;4624;18029460
ECU;IPI;2889;13634;54504654
ECU;IPI;2131;14383;56897501
ECU;IPI;5199;81220;323640972
ECU;IPI;5782;30796;123087112
ECU;IPI;19015;62400;247424113
ECU;IPI;3831;10154;40037988
ECU;IPI;2298;6788;27024597
ECU;IPI;632;1772;6950694
ECU;IPI;1753;4224;16584012
ECU;IPI;53941;136767;538581506
ECU;IPI;15428;38278;150701066
ECU;IPI;15786;41767;164912284
ECU;IPI;29601;87241;344195123
ECU;IPI;2865;9170;36654513
ECU;IPI;11543;43684;175743212
ECU;IPI;18016;55473;219002172
ECU;IPI;5066;43511;171808139
ECU;IPI;27382;64441;255824196
ECU;IPI;30818;165056;653235272
ECU;IPI;9387;920;3670107
ECU;IPI;2182955;200826;796493569
ECU;IPI;13896;6734;27215757
ECU;IPI;1567;1758;7033802
ECU;IPI;3342;41574;165592956
ECU;IPI;1137;13117;52463910
ECU;IPI;863;5173;20925559
ECU;IPI;13783;75007;301498698
ECU;IPI;789;15648;62499001
ECU;IPI;919;19325;77427202
ECU;IPI;1142;25700;102727491
ECU;IPI;969;7998;31944263
ECU;IPI;424;20766;83061123
ECU;IPI;3508;74647;298275695
ECU;IPI;3392;66255;265153085
ECU;IPI;1513;31420;126409821
ECU;IPI;2954;54296;217514000
ECU;IPI;5805;92812;371865906
ECU;IPI;481;9708;39057765
ECU;IPI;1196;8175;32695340
ECU;IPI;92;678;2704795
ECU;IPI;1038;15945;63544922
ECU;IPI;2258;54386;219410165
ECU;IPI;9398;176406;703751145
ECU;IPI;11328;36023;143485172
ECU;IPI;13976;62165;246354419
ECU;IPI;5497;25113;95984059
ECU;IPI;556;5292;21160355
ECU;IPI;1244;4522;18079663
ECU;IPI;22167;106557;426069670
ECU;IPI;15605;52643;208230111
ECU;IPI;18895;63689;255602426
ECU;IPI;28253;86861;344985501
ECU;IPI;655;2843;11367124
ECU;IPI;27700;11085;42366660
ECU;IPI;26200;13738;53790177
ECU;IPI;24310;11753;44919789
ECU;IPI;1663;18092;69147764
ECU;IPI;382;4547;17959640
ECU;IPI;791337;37192;146408328
ECU;IPI;3644;9909;39199843
ECU;IPI;47030;56348;222703677
ECU;IPI;181;521;2077732
ECU;IPI;252;815;3254283
ECU;IPI;204;420;1678125
ECU;IPI;833;11882;46479224
ECU;IPI;44373;112266;444836097
ECU;IPI;145;413;1588983
ECU;IPI;960;2817;11150324
ECU;IPI;170;483;1858427
ECU;IPI;50731;143006;566725891
ECU;IPI;14768;50473;201827714
ECU;IPI;7450;38752;153896246
ECU;IPI;235;840;3396043
ECU;IPI;17568;50486;198590717
ECU;IPI;1028;2934;11285099
ECU;IPI;4120;19937;76200784
ECU;IPI;182;269;1072629
ECU;IPI;8387;17144;68405677
ECU;IPI;4160;21332;81716333
ECU;IPI;2810;17578;69552006
ECU;IPI;502348;22427;88674110
ECU;IPI;30492;47156;189717565
ECU;IPI;15732;30631;123233578
ECU;IPI;1483;21971;87869804
ECU;IPI;344;1744;6944901
ECU;IPI;248;2829;11270243
ECU;IPI;199;2934;11685367
ECU;IPI;4081;22356;89190420
ECU;IPI;2193;8714;34765976
ECU;IPI;495;3648;14555594
ECU;IPI;1895;20277;80231223
ECU;IPI;3213;14132;56289876
ECU;IPI;2505;14486;57697919
ECU;IPI;446;5564;22015254
ECU;IPI;90680;11407;44859054
ECU;IPI;128540;48898;190983746
ECU;IPI;2159;21546;85989097
ECU;IPI;569;5625;22447902
ECU;IPI;4349;10321;41277877
ECU;IPI;1966;3735;14938224
ECU;IPI;5998;18802;74008361
ECU;IPI;444;14130;55896268
ECU;IPI;114;3390;13410433
ECU;IPI;50;428;1634461
ECU;IPI;2876;16203;63377545
ECU;IPI;996;9001;35616696
ECU;IPI;7895;46835;185315329
ECU;IPI;6008;38020;151624982
ECU;IPI;92;217;857232
ECU;IPI;5065;21278;84193759
ECU;IPI;8710;133850;527186521
ECU;IPI;3203;40901;162914260
ECU;IPI;22;119;469034
ECU;IPI;92870;115709;459254534
ECU;IPI;904;13639;54413034
ECU;IPI;689;8021;31735312
ECU;IPI;203400;9462;37693687
ECU;IPI;246300;3825;15017680
ECU;IPI;108643;36159;140815928
ECU;IPI;1269;12274;48643492
ECU;IPI;39115;7697;29797776
ECU;IPI;213;5209;20367921
ECU;IPI;30;1311;5009255
ECU;IPI;4449;21605;86101974
ECU;IPI;1203;18324;73057655
ECU;IPI;764;8501;33813745
ECU;IPI;7852;98685;394105160
ECU;IPI;5285;65513;261451739
ECU;IPI;1917;17349;69225939
ECU;IPI;58052;10588;41893581
ECU;IPI;6358;23684;94336925
ECU;IPI;5916;7809;30576063
ECU;IPI;11611;21930;86771747
ECU;IPI;25840;5426;21339806
ECU;IPI;1482;5525;22227431
ECU;IPI;11259;1830;7315914
ECU;IPI;229;7040;27224599
ECU;IPI;116;6629;25846129
ECU;IPI;35104;9854;39401238
ECU;IPI;32;1435;5617859
ECU;IPI;8;332;1299923
ECU;IPI;102;1324;5272416
ECU;IPI;32976;34696;137283112
ECU;IPI;43575;162265;644786639
ECU;IPI;78991210;61912115;239689657617
ECU;IPI;857;2877;11384786
ECU;IPI;397;2084;8255885
ECU;IPI;125;1584;6053019
ECU;IPI;2396;14957;58454707
ECU;IPI;170;1468;5747643
ECU;IPI;4282;20338;80627701
ECU;IPI;489;4476;17710893
ECU;IPI;5;83;326670
ECU;IPI;8;427;1687914
ECU;IPI;14;259;1018384
ECU;IPI;5218;102120;401221550
ECU;IPI;2525;5546;22089036
ECU;IPI;12466;27383;109070158
ECU;IPI;7435;16331;65050456
ECU;IPI;2078;4565;18183996
ECU;IPI;105;571;2258637
ECU;IPI;1648;7095;27778566
ECU;IPI;24750;27968;110276692
ECU;IPI;22;242;957615
ECU;IPI;3;66;259611
ECU;IPI;453636;34489;134238797
ECU;IPI;17378;10352;41392176
ECU;IPI;50100;2397;9585628
ECU;IPI;84950;19488;77942892
ECU;IPI;10365;21252;85922849
ECU;IPI;8858;41477;165208077
ECU;IPI;874;4378;17023010
ECU;IPI;1852;24736;97106944
ECU;IPI;14592;24319;95220517
ECU;IPI;1646;5185;19935186
ECU;IPI;1421;3022;11620631
ECU;IPI;10874;15089;59227795
ECU;IPI;3976;1394;5609803
ECU;IPI;33840;6846;27264673
ECU;IPI;11818;3905;15452177
ECU;IPI;38464;10071;39187764
ECU;IPI;1614;4338;16679901
ECU;IPI;12723;2197;8764283
ECU;IPI;29;2210;8818422
ECU;IPI;6166;19610;78099274
ECU;IPI;3586;25498;103040878
ECU;IPI;297;3439;13660358
ECU;IPI;8970;110142;434383797
ECU;IPI;10017;72484;288617866
ECU;IPI;10597;68578;272288196
ECU;IPI;4803;83252;331079996
ECU;IPI;286;2586;10123423
ECU;IPI;572;6617;25908714
ECU;IPI;7722;57350;228231136
ECU;IPI;3370;329;1315150
ECU;IPI;133;2226;8506928
ECU;IPI;1190;13092;52362137
ECU;IPI;10629;999;3974297
ECU;IPI;3267;13160;51661838
ECU;IPI;2193;8709;33484989
ECU;IPI;750;12565;48311845
ECU;IPI;29675;17270;66006077
ECU;IPI;5287;6486;24791651
ECU;IPI;244;850;3400653
ECU;IPI;2920;17882;71500236
ECU;IPI;2437;24111;95403564
ECU;IPI;6722;42189;162879698
ECU;IPI;4865;52219;200773556
ECU;IPI;178;10254;40433722
ECU;IPI;168;14249;56184077
ECU;IPI;158;1954;7704996
ECU;IPI;268;9389;37020005
ECU;IPI;664;12962;51109555
ECU;IPI;458;16495;64754712
ECU;IPI;90860;110924;430362369
ECU;IPI;1039;8555;32892157
ECU;IPI;370;3549;14013961
ECU;IPI;27;510;2013203
ECU;IPI;1295;4097;16207636
ECU;IPI;6257;16369;64754354
ECU;IPI;6693;59169;226146724
ECU;IPI;22330;17441;68468098
ECU;IPI;826;33537;128180588
ECU;IPI;20394;147559;590016177
ECU;IPI;1046;1710;6836253
ECU;IPI;10;800;3192917
ECU;IPI;2340;8235;32928969
ECU;IPI;90526;81383;311049398
ECU;IPI;9850;22412;89614606
ECU;IPI;100380;62229;244295171
ECU;IPI;470;3605;13776923
ECU;IPI;619;8247;31518688
ECU;IPI;8590;47400;191743185
ECU;IPI;4556;17112;68421703
ECU;IPI;214;1555;6202952
ECU;IPI;29;2620;10331133
ECU;IPI;111;7703;30374737
ECU;IPI;2247;7809;31105573
ECU;IPI;1360;1227;4885373
ECU;IPI;11922;33425;132256444
ECU;IPI;3812;8654;33884131
ECU;IPI;14;1041;4155863
ECU;IPI;804;1286;5072314
ECU;IPI;38170;69851;277607278
ECU;IPI;30050;27614;109972158
ECU;IPI;16880;28176;113357965
ECU;IPI;30040;30003;114674419
ECU;IPI;619;4554;18209215
ECU;IPI;173200;6470;25287142
ECU;IPI;59750;17712;68949580
ECU;IPI;4373;8909;34883271
ECU;IPI;10144;25153;100609736
ECU;IPI;8753;28557;114227150
ECU;IPI;1161354;151557;606125501
ECU;IPI;794;1092;4286352
ECU;IPI;4441;7821;31197690
ECU;IPI;1790;2596;10470235
ECU;IPI;17877;33514;133352864
ECU;IPI;1864;3182;12300089
ECU;IPI;1311;1961;7897388
ECU;IPI;3516;5237;20953185
ECU;IPI;4195;7420;29653894
ECU;IPI;342;585;2341080
ECU;IPI;70;110;444243
ECU;IPI;11980;19614;78270478
ECU;IPI;2406;4222;16927166
ECU;IPI;1256;2536;9961155
ECU;IPI;2005;4762;18803893
ECU;IPI;218;261;1050697
ECU;IPI;951;1220;4918406
ECU;IPI;2494;3131;12518256
ECU;IPI;2697;4564;18335025
ECU;IPI;4020;5333;21362592
ECU;IPI;6428;13861;55469490
ECU;IPI;2118;4496;18084306
ECU;IPI;2198;4632;18530446
ECU;IPI;80;142;565880
ECU;IPI;531;1069;4275995
ECU;IPI;1316;25345;100952937
ECU;IPI;20491;28875;114950386
ECU;IPI;27721;41745;165503066
ECU;IPI;1009;1645;6550338
ECU;IPI;1364;2069;8338271
ECU;IPI;175;264;1062423
ECU;IPI;38624;46829;185604857
ECU;IPI;852;1183;4729358
ECU;IPI;2986;4357;17343491
ECU;IPI;1723;2028;8064622
ECU;IPI;2177;3657;14739678
ECU;IPI;176;6960;27997357
ECU;IPI;207409;1641839;6480092991
ECU;IPI;327;2016;8020790
ECU;IPI;2467;15473;61589165
ECU;IPI;873;8007;31972108
ECU;IPI;4462;44533;177957995
ECU;IPI;227;2343;9360308
ECU;IPI;146;1806;7204702
ECU;IPI;16116;100358;395103727
ECU;IPI;25026;169902;677887469
ECU;IPI;3530;27773;110924441
ECU;IPI;7363;56143;223586904
ECU;IPI;97;786;3075773
ECU;IPI;1268;10341;41003284
ECU;IPI;648;3566;14213404
ECU;IPI;447;1444;5624430
ECU;IPI;2529;14855;58868922
ECU;IPI;1829;11141;44053245
ECU;IPI;853;9885;39301096
ECU;IPI;626;6392;25286150
ECU;IPI;1661;14398;57217637
ECU;IPI;2690;18557;74216623
ECU;IPI;153;2252;9062079
ECU;IPI;51313;308804;1221394153
ECU;IPI;131195;324065;1283972176
ECU;IPI;130406;181314;722389493
ECU;IPI;1519;1551;6177029
ECU;IPI;466;22279;88647133
ECU;IPI;7;380;1516667
ECU;IPI;1179;8409;33302963
ECU;IPI;7087;244930;985406475
ECU;IPI;1830;54491;217187910
ECU;IPI;2262;6349;25395069
ECU;IPI;272;8310;33151565
ECU;IPI;1926;2172;8688724
ECU;IPI;23250;46660;187710164
ECU;IPI;5222;29485;117269187
ECU;IPI;25443;70469;281166639
ECU;IPI;569;20908;82709895
ECU;IPI;771000;121915;482388395
ECU;IPI;236200;15473;61720990
ECU;IPI;2936840;66720;266310531
ECU;IPI;11189;2880;11396972
ECU;IPI;450000;1085;4341262
ECU;IPI;1622334;34933;139310474
ECU;IPI;1562;5546;22134378
ECU;IPI;2924;44124;176033508
ECU;IPI;7;104;413277
ECU;IPI;2220;12088;48352512
ECU;IPI;265;448;1769689
ECU;IPI;46;78;314225
ECU;IPI;175;256;1029620
ECU;IPI;3034;58434;232751387
ECU;IPI;318;270;1036945
ECU;IPI;9028;18437;72812433
ECU;IPI;4255;914;3581784
ECU;IPI;1533;2770;10915616
ECU;IPI;531;1052;4241593
ECU;IPI;3284;16257;65762332
ECU;IPI;534;2646;10702236
ECU;IPI;297;1472;5954564
ECU;IPI;6875;25424;100318110
ECU;IPI;3294;23685;93483927
ECU;IPI;79;640;2561945
ECU;IPI;241;2207;8725872
ECU;IPI;1702;8795;34912520
ECU;IPI;1273;16050;63723585
ECU;IPI;346;3443;13546044
ECU;IPI;2664;26873;106330645
ECU;IPI;44377;177695;708081707
ECU;IPI;40702;9999;39829190
ECU;IPI;8004;860;3423717
ECU;IPI;342;2756;10975770
ECU;IPI;89300;9810;39074702
ECU;IPI;63048;51442;206961969
ECU;IPI;4258;2647;10541678
ECU;IPI;18590;54115;206828707
ECU;IPI;6100;5040;19804491
ECU;IPI;57071;524671;2075995485
ECU;IPI;2557;16624;66320683
ECU;IPI;6946;55147;220557966
ECU;IPI;377865;274524;1088110819
ECU;IPI;118750;134188;530884933
ECU;IPI;1561;7072;28279462
ECU;IPI;7028;34476;137352751
ECU;IPI;534;1402;5607510
ECU;IPI;4774;85145;337867641
ECU;IPI;61850;229259;912434183
ECU;IPI;9480;27710;110170713
ECU;IPI;5820;42121;167542529
ECU;IPI;4183;46808;186111140
ECU;IPI;2374;27092;107954550
ECU;IPI;5696;30216;122232269
ECU;IPI;22752;151115;596799425
ECU;IPI;5901;6906;27326967
ECU;IPI;24697;99692;396419656
ECU;IPI;265864;183800;732814056
ECU;IPI;191;436818;1718210029
ECU;IPI;693;882;3514493
ECU;IPI;996;2717;10818742
ECU;IPI;613;5205;20940003
ECU;IPI;882;199126;796484839
ECU;IPI;1724;114316;459918602
ECU;IPI;5975;36327;144695492
ECU;IPI;815;15344;60713950
ECU;IPI;147;3419;13677532
ECU;IPI;166;352;1392146
ECU;IPI;790;12306;48590299
ECU;IPI;58680;459647;1832616369
ECU;IPI;1452;10270;41077093
ECU;IPI;59577;73923;294527779
ECU;IPI;59990;89816;355202438
ECU;IPI;1026;4236;16943619
ECU;IPI;14563;66627;262605302
ECU;IPI;264;998;4014842
ECU;IPI;16252;47150;186323125
ECU;IPI;4969;24021;94902229
ECU;IPI;12422;42702;170689175
ECU;IPI;13348;25966;103719592
ECU;IPI;8259;6710;26893660
ECU;IPI;375;1302;5239507
ECU;IPI;1010;8735;34860217
ECU;IPI;59120;35685;141196981
ECU;IPI;6492;4436;17667859
ECU;IPI;29202;120436;479173299
